TestCaseID,Module,FlowFile,App,ExcelID,Description
AI_31,ai,ai/AI_31 - Verify visual state of disabled AI button.yaml,com.hp.impulse.sprocket,AI Tools 31,Verify visual state of disabled AI button
AI_32,ai,ai/AI_32 - Verify disabled AI button behavior.yaml,com.hp.impulse.sprocket,AI Tools 32,Verify disabled AI button behavior
AI_33,ai,ai/AI_33 - Verify specific toast text for Collage.yaml,com.hp.impulse.sprocket,AI Tools 33,Verify specific toast text for Collage
AI_34,ai,ai/AI_34 - Verify full screen layout elements.yaml,com.hp.impulse.sprocket,AITools 34,Verify full screen layout elements
AI_35,ai,ai/AI_35 - Verify toast text across modes.yaml,com.hp.impulse.sprocket,AI Tools 35,Verify toast text across modes
AI_36,ai,ai/AI_36 - Verify layout and content.yaml,com.hp.impulse.sprocket,AI Tools  36,Verify layout and content
AI_37,ai,ai/AI_37 - Verify trigger on AI generation.yaml,com.hp.impulse.sprocket,AI Tools 37,Verify trigger on AI generation
AI_38,ai,ai/AI_38 - Verify popup priority.yaml,com.hp.impulse.sprocket,AI Tools 38,Verify popup priority
AI_39,ai,ai/AI_39 - Verify dismissal behavior.yaml,com.hp.impulse.sprocket,AI Tools 39,Verify dismissal behavior
AI_40,ai,ai/AI_40 - Verify background modality.yaml,com.hp.impulse.sprocket,AI Tools 40,Verify background modality
AI_41,ai,ai/AI_41 - Verify initial tool flow and loader.yaml,com.hp.impulse.sprocket,AI Tools 41,Verify initial tool flow and loader
AI_42,ai,ai/AI_42 - Verify processed image presentation.yaml,com.hp.impulse.sprocket,AI Tools 42,Verify processed image presentation
AI_43,ai,ai/AI_43 - Verify toggle functionality.yaml,com.hp.impulse.sprocket,AI Tools 43,Verify toggle functionality
AI_44,ai,ai/AI_44 - Verify cancellation behavior.yaml,com.hp.impulse.sprocket,AI Tools 44,Verify cancellation behavior
AI_45,ai,ai/AI_45 - Verify apply with background removed.yaml,com.hp.impulse.sprocket,AI Tools 45,Verify apply with background removed
AI_46,ai,ai/AI_46 - Verify apply while Show Original is ON.yaml,com.hp.impulse.sprocket,AI Tools 46,Verify apply while Show Original is ON
AI_47,ai,ai/AI_47 - Verify initial tool flow and prompt.yaml,com.hp.impulse.sprocket,AI Tools 47,Verify initial tool flow and prompt
AI_48,ai,ai/AI_48 - Verify generation loader.yaml,com.hp.impulse.sprocket,AI Tools 48,Verify generation loader
AI_49,ai,ai/AI_49 - Verify UI layout of background options.yaml,com.hp.impulse.sprocket,AI Tools 49,Verify UI layout of background options
AI_50,ai,ai/AI_50 - Verify background replacement.yaml,com.hp.impulse.sprocket,AI Tools 50,Verify background replacement
AI_51,ai,ai/AI_51 - Verify save and print navigation.yaml,com.hp.impulse.sprocket,AI Tools 51,Verify save and print navigation
AI_52,ai,ai/AI_52 - Verify discard functionality.yaml,com.hp.impulse.sprocket,AI Tools 52,Verify discard functionality
AI_53,ai,ai/AI_53 - Verify UI elements of CR 12C5 Replace Background Result Prom.yaml,com.hp.impulse.sprocket,AI Tools 53,Verify UI elements of CR_12C.5_Replace Background – Result (Prompt)
AI_54,ai,ai/AI_54 - Verify selection via Tap.yaml,com.hp.impulse.sprocket,AI Tools 66,Verify selection via Tap
AI_55,ai,ai/AI_55 - Verify Apply functionality.yaml,com.hp.impulse.sprocket,AI Tools 71,"Verify ""Apply"" functionality"
AI_56,ai,ai/AI_56 - Verify selection TapPaint.yaml,com.hp.impulse.sprocket,AI Tools 73,Verify selection (Tap/Paint)
AI_57,ai,ai/AI_57 - Verify generation processing.yaml,com.hp.impulse.sprocket,AI Tools 76,Verify generation processing
AI_58,ai,ai/AI_58 - Verify result screen UI.yaml,com.hp.impulse.sprocket,AI Tools 77,Verify result screen UI
AI_59,ai,ai/AI_59 - Verify thumbnail swapping.yaml,com.hp.impulse.sprocket,AI Tools 78,Verify thumbnail swapping
AI_60,ai,ai/AI_60 - Verify Generate New flow.yaml,com.hp.impulse.sprocket,AI Tools 79,"Verify ""Generate New"" flow"
AI_61,ai,ai/AI_61 - Verify Apply functionality.yaml,com.hp.impulse.sprocket,AI Tools 80,"Verify ""Apply"" functionality"
AI_62,ai,ai/AI_62 - Verify failure state UI.yaml,com.hp.impulse.sprocket,AI Tools 81,Verify failure state UI
AI_63,ai,ai/AI_63 - Verify failure exit.yaml,com.hp.impulse.sprocket,AI Tools 82,Verify failure exit
AI_64,ai,ai/AI_64 - Verify Grab Object entry.yaml,com.hp.impulse.sprocket,AI Tools 83,"Verify ""Grab Object"" entry"
AI_65,ai,ai/AI_65 - Verify selection Brush Size.yaml,com.hp.impulse.sprocket,AI Tools 84,Verify selection & Brush Size
AI_66,ai,ai/AI_66 - Verify generation.yaml,com.hp.impulse.sprocket,AI Tools 85,Verify generation
AI_67,ai,ai/AI_67 - Verify sticker limit pop-up.yaml,com.hp.impulse.sprocket,AI Tools 86,Verify sticker limit pop-up
AI_68,ai,ai/AI_68 - Verify Save New Sticker.yaml,com.hp.impulse.sprocket,AI Tools 87,"Verify ""Save New Sticker"""
AI_69,ai,ai/AI_69 - Verify Cancel navigation.yaml,com.hp.impulse.sprocket,AI Tools 88,"Verify ""Cancel"" navigation"
AI_70,ai,ai/AI_70 - Verify print settings.yaml,com.hp.impulse.sprocket,AI Tools 89,Verify print settings
AI_71,ai,ai/AI_71 - Verify Tool Entry.yaml,com.hp.impulse.sprocket,AI Tools 90,Verify Tool Entry
AI_72,ai,ai/AI_72 - Verify Generation.yaml,com.hp.impulse.sprocket,AI Tools 91,Verify Generation
AI_73,ai,ai/AI_73 - Verify Result State.yaml,com.hp.impulse.sprocket,AI Tools 92,Verify Result State
AI_74,ai,ai/AI_74 - Verify Show Original.yaml,com.hp.impulse.sprocket,AI Tools 93,"Verify ""Show Original"""
AI_75,ai,ai/AI_75 - Verify Apply Action.yaml,com.hp.impulse.sprocket,AI Tools 94,"Verify ""Apply"" Action"
AI_76,ai,ai/AI_76 - Verify Cancel Action.yaml,com.hp.impulse.sprocket,AI Tools 95,"Verify ""Cancel"" Action"
AI_77,ai,ai/AI_77 - Verify Printing.yaml,com.hp.impulse.sprocket,AI Tools 96,Verify Printing
AI_78,ai,ai/AI_78 - Verify workflow entry.yaml,com.hp.impulse.sprocket,AI Tools 97,Verify workflow entry
AI_79,ai,ai/AI_79 - Verify processing loader.yaml,com.hp.impulse.sprocket,AI Tools 98,Verify processing & loader
AI_80,ai,ai/AI_80 - Verify Result UI CR 14B1.yaml,com.hp.impulse.sprocket,AI Tools 99,Verify Result UI (CR_14B.1)
AI_81,ai,ai/AI_81 - Verify Show Original toggle.yaml,com.hp.impulse.sprocket,AI Tools 100,"Verify ""Show Original"" toggle"
AI_82,ai,ai/AI_82 - Verify Generate New.yaml,com.hp.impulse.sprocket,AI Tools 101,"Verify ""Generate New"""
AI_83,ai,ai/AI_83 - Verify Apply Save.yaml,com.hp.impulse.sprocket,AI Tools 102,Verify Apply & Save
AI_84,ai,ai/AI_84 - Verify Back button.yaml,com.hp.impulse.sprocket,AI Tools 103,Verify Back button
AI_85,ai,ai/AI_85 - Verify Print functionality.yaml,com.hp.impulse.sprocket,AI Tools 104,Verify Print functionality
AI_86,ai,ai/AI_86 - Verify CopiesTiles adjustment.yaml,com.hp.impulse.sprocket,AI Tools 105,Verify Copies/Tiles adjustment
AI_87,ai,ai/AI_87 - Verify workflow entry.yaml,com.hp.impulse.sprocket,AI Tools 106,Verify workflow entry
AI_88,ai,ai/AI_88 - Verify loader processing.yaml,com.hp.impulse.sprocket,AI Tools 107,Verify loader & processing
AI_89,ai,ai/AI_89 - Verify UI CR 14C1.yaml,com.hp.impulse.sprocket,AI Tools 108,Verify UI (CR_14C.1)
AI_90,ai,ai/AI_90 - Verify Show Original.yaml,com.hp.impulse.sprocket,AI Tools 109,"Verify ""Show Original"""
AI_91,ai,ai/AI_91 - Verify Generate New.yaml,com.hp.impulse.sprocket,AI Tools 110,"Verify ""Generate New"""
AI_92,ai,ai/AI_92 - Verify Apply.yaml,com.hp.impulse.sprocket,AI Tools 111,"Verify ""Apply"""
AI_93,ai,ai/AI_93 - Verify CancelBack.yaml,com.hp.impulse.sprocket,AI Tools 112,"Verify ""Cancel""/Back"
AI_94,ai,ai/AI_94 - Verify UI elements and functionality of the print preview sc.yaml,com.hp.impulse.sprocket,AI Tools 113,Verify UI elements and functionality of the print preview screen.
AI_95,ai,ai/AI_95 - Workflow Entry UI.yaml,com.hp.impulse.sprocket,AI Tools 114,Workflow Entry & UI
AI_96,ai,ai/AI_96 - Show Original Toggle.yaml,com.hp.impulse.sprocket,AI Tools 115,"""Show Original"" Toggle"
AI_97,ai,ai/AI_97 - Generate New.yaml,com.hp.impulse.sprocket,AI Tools 116,"""Generate New"""
AI_98,ai,ai/AI_98 - Apply Final State.yaml,com.hp.impulse.sprocket,AI Tools 117,"""Apply"" & Final State"
AI_99,ai,ai/AI_99 - CopiesTilesPrint.yaml,com.hp.impulse.sprocket,AI Tools 118,Copies/Tiles/Print
AI_100,ai,ai/AI_100 - BackDiscard.yaml,com.hp.impulse.sprocket,AI tools 119,Back/Discard
AI_101,ai,ai/AI_101 - Verify workflow entry.yaml,com.hp.impulse.sprocket,Ai Tools 120,Verify workflow entry
AI_102,ai,ai/AI_102 - Verify image resize and reposition.yaml,com.hp.impulse.sprocket,Ai Tools 121,Verify image resize and reposition
AI_103,ai,ai/AI_103 - Verify blank area warning.yaml,com.hp.impulse.sprocket,Ai Tools 122,Verify blank area warning
AI_104,ai,ai/AI_104 - Verify Generate button and loader.yaml,com.hp.impulse.sprocket,AI Tools 123,Verify Generate button and loader
AI_105,ai,ai/AI_105 - Verify result screen UI.yaml,com.hp.impulse.sprocket,AI Tools 124,Verify result screen UI
AI_106,ai,ai/AI_106 - Verify Show Original toggle.yaml,com.hp.impulse.sprocket,AI Tools 125,Verify Show Original toggle
AI_107,ai,ai/AI_107 - Verify Apply functionality.yaml,com.hp.impulse.sprocket,AI Tools 126,Verify Apply functionality
AI_108,ai,ai/AI_108 - Verify top and bottom navigation.yaml,com.hp.impulse.sprocket,AI Tools 127,Verify top and bottom navigation
AI_109,ai,ai/AI_109 - Verify CopiesTiles and Print.yaml,com.hp.impulse.sprocket,AI Tools 128,Verify Copies/Tiles and Print
AI_110,ai,ai/AI_110 - Verify Back button.yaml,com.hp.impulse.sprocket,AI Tools 129,Verify Back button
AI_111,ai,ai/AI_111 - Verify No Blank Areas warning pop-up.yaml,com.hp.impulse.sprocket,AI Toolw 130,"Verify ""No Blank Areas"" warning pop-up"
AI_112,ai,ai/AI_112 - Workflow Entry.yaml,com.hp.impulse.sprocket,AI Tools 131,Workflow Entry
AI_113,ai,ai/AI_113 - Painting Area.yaml,com.hp.impulse.sprocket,AI Tools 132,Painting Area
AI_114,ai,ai/AI_114 - Text Entry State.yaml,com.hp.impulse.sprocket,AI Tools 133,Text Entry & State
AI_115,ai,ai/AI_115 - Processing.yaml,com.hp.impulse.sprocket,AI Tools 134,Processing
AI_116,ai,ai/AI_116 - Thumbnail Selection.yaml,com.hp.impulse.sprocket,AI Tools 135,Thumbnail Selection
AI_117,ai,ai/AI_117 - Apply Print Preview.yaml,com.hp.impulse.sprocket,AI Tools 136,Apply & Print Preview
AI_118,ai,ai/AI_118 - Verify scroll UI layout.yaml,com.hp.impulse.sprocket,AI Tools 137,Verify scroll & UI layout
AI_119,ai,ai/AI_119 - Verify Back Navigation.yaml,com.hp.impulse.sprocket,AI Tools 138,Verify Back Navigation
AI_120,ai,ai/AI_120 - Verify Tool Navigation.yaml,com.hp.impulse.sprocket,AI Tool 139,Verify Tool Navigation
AI_121,ai,ai/AI_121 - Verify Image Selection Flow.yaml,com.hp.impulse.sprocket,AI Tool 140,Verify Image Selection Flow
AI_122,ai,ai/AI_122 - Verify Temporary Updates.yaml,com.hp.impulse.sprocket,AI Tool 141,Verify Temporary Updates
AI_123,ai,ai/AI_123 - Verify Offline Behavior.yaml,com.hp.impulse.sprocket,AI Tool 142,Verify Offline Behavior
AI_124,ai,ai/AI_124 - Verify Header Elements.yaml,com.hp.impulse.sprocket,AI tools 143,Verify Header Elements
AI_125,ai,ai/AI_125 - Verify Folder Dropdown.yaml,com.hp.impulse.sprocket,AI tools 144,Verify Folder Dropdown
AI_126,ai,ai/AI_126 - Verify Date-based Grouping.yaml,com.hp.impulse.sprocket,AI tools 145,Verify Date-based Grouping
AI_127,ai,ai/AI_127 - Verify Sticky Footer.yaml,com.hp.impulse.sprocket,AI tools 146,Verify Sticky Footer
AI_128,ai,ai/AI_128 - Verify Group 1 Redirection.yaml,com.hp.impulse.sprocket,AI tools 147,Verify Group 1 Redirection
AI_129,ai,ai/AI_129 - Verify Group 2 Redirection.yaml,com.hp.impulse.sprocket,AI tools 148,Verify Group 2 Redirection
AI_130,ai,ai/AI_130 - Verify Back Button Logic.yaml,com.hp.impulse.sprocket,AI tools 149,Verify Back Button Logic
AI_131,ai,ai/AI_131 - Verify Group 1 Ready to Generate Redirection.yaml,com.hp.impulse.sprocket,AI tools 150,Verify Group 1 (Ready to Generate) Redirection
AI_132,ai,ai/AI_132 - Verify dynamic header tool name display.yaml,com.hp.impulse.sprocket,AI Tools 151,Verify dynamic header tool name display
AI_133,ai,ai/AI_133 - Verify back navigation from preview.yaml,com.hp.impulse.sprocket,AI Tools 152,Verify back navigation from preview
AI_134,ai,ai/AI_134 - Verify Generate button triggers loader.yaml,com.hp.impulse.sprocket,AI Tools 153,Verify Generate button triggers loader
AI_135,ai,ai/AI_135 - Verify Remove Background routing.yaml,com.hp.impulse.sprocket,AI Tools 154,Verify Remove Background routing
AI_136,ai,ai/AI_136 - Verify Replace Background routing.yaml,com.hp.impulse.sprocket,AI Tools 155,Verify Replace Background routing
AI_137,ai,ai/AI_137 - Verify Restore Photo routing.yaml,com.hp.impulse.sprocket,AI Tools 156,Verify Restore Photo routing
AI_138,ai,ai/AI_138 - Verify Enhance Photo routing.yaml,com.hp.impulse.sprocket,AI Tools 157,Verify Enhance Photo routing
AI_139,ai,ai/AI_139 - Verify Fix Lighting routing.yaml,com.hp.impulse.sprocket,AI Tools 158,Verify Fix Lighting routing
AI_140,ai,ai/AI_140 - Verify Upscale Photo routing.yaml,com.hp.impulse.sprocket,AI Tools 159,Verify Upscale Photo routing
AI_141,ai,ai/AI_141 - Verify full UI layout.yaml,com.hp.impulse.sprocket,AI Tools 160,Verify full UI layout
AI_142,ai,ai/AI_142 - Verify header displays selected tool name.yaml,com.hp.impulse.sprocket,AI Tools 161,Verify header displays selected tool name
AI_143,ai,ai/AI_143 - Verify primary CTA button label.yaml,com.hp.impulse.sprocket,AI Tools 162,Verify primary CTA button label
AI_144,ai,ai/AI_144 - Verify Remove Object routing.yaml,com.hp.impulse.sprocket,AI tools 163,Verify Remove Object routing
AI_145,ai,ai/AI_145 - Verify Replace Object routing.yaml,com.hp.impulse.sprocket,AI Tools 164,Verify Replace Object routing
AI_146,ai,ai/AI_146 - Verify Grab Object routing.yaml,com.hp.impulse.sprocket,AI tools 165,Verify Grab Object routing
AI_147,ai,ai/AI_147 - Verify Extend Image routing.yaml,com.hp.impulse.sprocket,AI tools 166,Verify Extend Image routing
AI_148,ai,ai/AI_148 - Verify Generate Object routing.yaml,com.hp.impulse.sprocket,AI  Tools 167,Verify Generate Object routing
AI_149,ai,ai/AI_149 - Verify Back Arrow navigation.yaml,com.hp.impulse.sprocket,AI Tools 168,Verify Back Arrow navigation
AI_150,ai,ai/AI_150 - Verify routing to Ready-to-Generate workflow.yaml,com.hp.impulse.sprocket,AI Tools 169,Verify routing to Ready-to-Generate workflow
AI_151,ai,ai/AI_151 - Verify routing to Next Step workflow.yaml,com.hp.impulse.sprocket,AI Tools 170,Verify routing to Next Step workflow
AI_152,ai,ai/AI_152 - Verify automatic rotation of landscape image.yaml,com.hp.impulse.sprocket,AI Gtools 171,Verify automatic rotation of landscape image
AI_153,ai,ai/AI_153 - Verify proper fitting without cropping.yaml,com.hp.impulse.sprocket,AI tools 172,Verify proper fitting without cropping
AI_154,ai,ai/AI_154 - Verify dynamic tool name in header.yaml,com.hp.impulse.sprocket,AI tools 173,Verify dynamic tool name in header
AI_155,ai,ai/AI_155 - Verify Generate button execution.yaml,com.hp.impulse.sprocket,AI tools 174,Verify Generate button execution
AI_156,ai,ai/AI_156 - Verify back navigation to gallery.yaml,com.hp.impulse.sprocket,AI Toola 175,Verify back navigation to gallery
AI_157,ai,ai/AI_157 - Verify Text-to-Image screen UI and default values.yaml,com.hp.impulse.sprocket,AI Toola 176,Verify Text-to-Image screen UI and default values
AI_158,ai,ai/AI_158 - Verify prompt text box placeholder.yaml,com.hp.impulse.sprocket,AI tools 177,Verify prompt text box placeholder
AI_159,ai,ai/AI_159 - Verify prompt text box focus and keyboard.yaml,com.hp.impulse.sprocket,AI tools 178,Verify prompt text box focus and keyboard
AI_160,ai,ai/AI_160 - Verify random prompt button.yaml,com.hp.impulse.sprocket,AI tools 179,Verify random prompt button
AI_161,ai,ai/AI_161 - Verify random prompt when text box is focused.yaml,com.hp.impulse.sprocket,AI Tools 180,Verify random prompt when text box is focused
AI_162,ai,ai/AI_162 - Verify Orientation selection.yaml,com.hp.impulse.sprocket,AI Tools 181,Verify Orientation selection
AI_163,ai,ai/AI_163 - Verify Image Quantity selection.yaml,com.hp.impulse.sprocket,AI Tools 182,Verify Image Quantity selection
AI_164,ai,ai/AI_164 - Verify Generate Images button disabled state.yaml,com.hp.impulse.sprocket,AI Tools 183,Verify Generate Image(s) button disabled state
AI_165,ai,ai/AI_165 - Verify Generate Images button enabled state.yaml,com.hp.impulse.sprocket,AI TOOls 184,Verify Generate Image(s) button enabled state
AI_166,ai,ai/AI_166 - Verify image generation with Portrait mode.yaml,com.hp.impulse.sprocket,AI Tools 185,Verify image generation with Portrait mode
AI_167,ai,ai/AI_167 - Verify image generation with Landscape mode.yaml,com.hp.impulse.sprocket,AI Tools 186,Verify image generation with Landscape mode
AI_168,ai,ai/AI_168 - Verify generation with different image quantities.yaml,com.hp.impulse.sprocket,AI Tools 187,Verify generation with different image quantities
AI_169,ai,ai/AI_169 - Verify emptyspace-only prompt.yaml,com.hp.impulse.sprocket,AI Tools 188,Verify empty/space-only prompt
AI_170,ai,ai/AI_170 - Verify long prompt input.yaml,com.hp.impulse.sprocket,AI Tools 189,Verify long prompt input
AI_171,ai,ai/AI_171 - Verify special characters in prompt.yaml,com.hp.impulse.sprocket,AI Tools 190,Verify special characters in prompt
AI_172,ai,ai/AI_172 - Verify network error while generating images.yaml,com.hp.impulse.sprocket,AI Tools 191,Verify network error while generating images
AI_173,ai,ai/AI_173 - Verify Back button navigation.yaml,com.hp.impulse.sprocket,AI Tools 192,Verify Back button navigation
AI_174,ai,ai/AI_174 - Verify Text-to-Image generation flow.yaml,com.hp.impulse.sprocket,AI Tools 193,Verify Text-to-Image generation flow
AI_175,ai,ai/AI_175 - Verify Portrait image generation.yaml,com.hp.impulse.sprocket,AI TOOls 194,Verify Portrait image generation
AI_176,ai,ai/AI_176 - Verify Landscape image generation.yaml,com.hp.impulse.sprocket,AI TOOls 195,Verify Landscape image generation
AI_177,ai,ai/AI_177 - Verify thumbnail selection.yaml,com.hp.impulse.sprocket,AI Tools 196,Verify thumbnail selection
AI_178,ai,ai/AI_178 - Verify Cancel button and Unsaved popup.yaml,com.hp.impulse.sprocket,AI Tools 197,Verify Cancel button and Unsaved popup
AI_179,ai,ai/AI_179 - Verify Unsaved popup - Cancel option.yaml,com.hp.impulse.sprocket,AI tools 198,Verify Unsaved popup - Cancel option
AI_180,ai,ai/AI_180 - Verify Unsaved popup - Leave option.yaml,com.hp.impulse.sprocket,AI Tools 199,Verify Unsaved popup - Leave option
AI_181,ai,ai/AI_181 - Verify Next button navigation.yaml,com.hp.impulse.sprocket,AI Tools 200,Verify Next button navigation
AI_182,ai,ai/AI_182 - Verify Print Preview UI.yaml,com.hp.impulse.sprocket,AI Tools 201,Verify Print Preview UI
AI_183,ai,ai/AI_183 - Verify Back Arrow.yaml,com.hp.impulse.sprocket,AI Tools 202,Verify Back Arrow
AI_184,ai,ai/AI_184 - Verify Share button.yaml,com.hp.impulse.sprocket,AI Tools 203,Verify Share button
AI_185,ai,ai/AI_185 - Verify Edit icon.yaml,com.hp.impulse.sprocket,AI Tools 204,Verify Edit icon
AI_186,ai,ai/AI_186 - Verify Copies option.yaml,com.hp.impulse.sprocket,AI Tools 205,Verify Copies option
AI_187,ai,ai/AI_187 - Verify Tiles option.yaml,com.hp.impulse.sprocket,AI Tools 206,Verify Tiles option
AI_188,ai,ai/AI_188 - Verify Generate Images with empty prompt.yaml,com.hp.impulse.sprocket,AI Tools 207,Verify Generate Image(s) with empty prompt
AI_189,ai,ai/AI_189 - Verify image generation without internet.yaml,com.hp.impulse.sprocket,AI Tools 208,Verify image generation without internet
AI_190,ai,ai/AI_190 - Verify user can access Image-to-Image screen.yaml,com.hp.impulse.sprocket,AI Tools 209,Verify user can access Image-to-Image screen
AI_191,ai,ai/AI_191 - Verify Crop Photo functionality.yaml,com.hp.impulse.sprocket,AI Tools 210,Verify Crop Photo functionality
AI_192,ai,ai/AI_192 - Verify default quantity selection.yaml,com.hp.impulse.sprocket,AI Tools 211,Verify default quantity selection
AI_193,ai,ai/AI_193 - Verify Generate button enabled after style selection.yaml,com.hp.impulse.sprocket,AI Tools 211,Verify Generate button enabled after style selection
AI_194,ai,ai/AI_194 - Verify generated image count matches quantity.yaml,com.hp.impulse.sprocket,AI Tools 211,Verify generated image count matches quantity
AI_195,ai,ai/AI_195 - Launch Navigate.yaml,com.hp.impulse.sprocket,AI Tools 211,Launch & Navigate
AI_196,ai,ai/AI_196 - Base Image Setup.yaml,com.hp.impulse.sprocket,AI Tools 211,Base Image Setup
AL_01,alerts,alerts/AL_01 - Verify Memory Error popup during printing.yaml,com.hp.impulse.sprocket,Blockers Error Pop up Android   01,"Verify ""Memory Error"" popup during printing"
AL_02,alerts,alerts/AL_02 - Verify Transmit Error popup during printing.yaml,com.hp.impulse.sprocket,Blockers Error Pop up Android  02,"Verify ""Transmit Error"" popup during printing"
AL_03,alerts,alerts/AL_03 - Verify Low Voltage popup during printing.yaml,com.hp.impulse.sprocket,Blockers Error Pop up Android   03,"Verify ""Low Voltage"" popup during printing"
AL_04,alerts,alerts/AL_04 - Verify Print Error popup during printing.yaml,com.hp.impulse.sprocket,Blockers Error Pop up Android   04,"Verify ""Print Error"" popup during printing"
AL_05,alerts,alerts/AL_05 - Verify High Temperature popup during printing.yaml,com.hp.impulse.sprocket,Blockers Error Pop up Android   05,"Verify ""High Temperature"" popup during printing"
AL_06,alerts,alerts/AL_06 - Verify Paper Jam error popup.yaml,com.hp.impulse.sprocket,Blockers Error Pop up Android    06,"Verify ""Paper Jam"" error popup"
AL_07,alerts,alerts/AL_07 - Verify Out of Paper error popup.yaml,com.hp.impulse.sprocket,Blockers Error Pop up Android    07,"Verify ""Out of Paper"" error popup"
AL_08,alerts,alerts/AL_08 - Verify Top Cover Open error popup.yaml,com.hp.impulse.sprocket,Blockers Error Pop up Android   08,"Verify ""Top Cover Open"" error popup"
AL_09,alerts,alerts/AL_09 - Verify System Error Occurred error popup.yaml,com.hp.impulse.sprocket,Blockers Error Pop up Android    09,"Verify ""System Error Occurred"" error popup"
AL_10,alerts,alerts/AL_10 - Verify Very Low Battery popup.yaml,com.hp.impulse.sprocket,Blockers Error Pop up Android   10,"Verify ""Very Low Battery"" popup"
AL_11,alerts,alerts/AL_11 - Verify Battery Error popup.yaml,com.hp.impulse.sprocket,Blockers Error Pop up Android   11,"Verify ""Battery Error"" popup"
AL_12,alerts,alerts/AL_12 - Verify Sprocket is Warm popup.yaml,com.hp.impulse.sprocket,Blockers Error Pop up Android   12,"Verify ""Sprocket is Warm"" popup"
AL_13,alerts,alerts/AL_13 - Verify Sprocket is Cold popup.yaml,com.hp.impulse.sprocket,Blockers Error Pop up Android   13,"Verify ""Sprocket is Cold"" popup"
AL_14,alerts,alerts/AL_14 - Verify Paper Feed Error popup.yaml,com.hp.impulse.sprocket,Blockers Error Pop up Android   14,"Verify ""Paper Feed Error"" popup"
AL_15,alerts,alerts/AL_15 - Verify Sprocket not Responding popup.yaml,com.hp.impulse.sprocket,Blockers Error Pop up Android   15,"Verify ""Sprocket not Responding"" popup"
AL_16,alerts,alerts/AL_16 - Verify Incorrect Paper Type popup.yaml,com.hp.impulse.sprocket,Blockers Error Pop up Android  16,"Verify ""Incorrect Paper Type"" popup"
AL_17,alerts,alerts/AL_17 - Verify Error Sending Image popup.yaml,com.hp.impulse.sprocket,Blockers Error Pop up Android   17,"Verify ""Error Sending Image"" popup"
AL_18,alerts,alerts/AL_18 - Verify the Memory Error popup is displayed when the printer .yaml,com.hp.impulse.sprocket,Stoppers Error Pop up Android 18,Verify the Memory Error popup is displayed when the printer encounters a memory-related issue during printing.
AL_19,alerts,alerts/AL_19 - Verify the Transmit Error popup is displayed when data trans.yaml,com.hp.impulse.sprocket,Stoppers Error Pop up Android 19,Verify the Transmit Error popup is displayed when data transmission is interrupted during printing.
AL_20,alerts,alerts/AL_20 - Verify the Low Voltage popup is displayed when the printer b.yaml,com.hp.impulse.sprocket,Stoppers Error Pop up Android 20,Verify the Low Voltage popup is displayed when the printer battery voltage is too low.
AL_21,alerts,alerts/AL_21 - Verify the Print Error popup is displayed when the printer e.yaml,com.hp.impulse.sprocket,Stoppers Error Pop up Android 21,Verify the Print Error popup is displayed when the printer encounters a printing failure.
AL_22,alerts,alerts/AL_22 - Verify Memory Error popup during printing.yaml,com.hp.impulse.sprocket,Blockers Error Pop up Ios 001,Verify Memory Error popup during printing
AL_23,alerts,alerts/AL_23 - Verify Transmit Error popup during printing.yaml,com.hp.impulse.sprocket,Blockers Error Pop up Ios 002,Verify Transmit Error popup during printing
AL_24,alerts,alerts/AL_24 - Verify Low Voltage popup when battery is low.yaml,com.hp.impulse.sprocket,Blockers Error Pop up Ios 003,Verify Low Voltage popup when battery is low
AL_25,alerts,alerts/AL_25 - Verify Print Error popup during printing.yaml,com.hp.impulse.sprocket,Blockers Error Pop up Ios 004,Verify Print Error popup during printing
AL_26,alerts,alerts/AL_26 - Verify High Temperature popup when printer overheats.yaml,com.hp.impulse.sprocket,Blockers Error Pop up Ios 005,Verify High Temperature popup when printer overheats
AL_27,alerts,alerts/AL_27 - Verify High Battery Temperature popup when battery overheats.yaml,com.hp.impulse.sprocket,Blockers Error Pop up Ios 006,Verify High Battery Temperature popup when battery overheats
AL_28,alerts,alerts/AL_28 - Verify Paper Error popup when incorrect paper size is insert.yaml,com.hp.impulse.sprocket,Blockers Error Pop up Ios 07,Verify Paper Error popup when incorrect paper size is inserted
AL_29,alerts,alerts/AL_29 - Verify Paper Jam popup when paper gets stuck during printing.yaml,com.hp.impulse.sprocket,Blockers Error Pop up Ios 08,Verify Paper Jam popup when paper gets stuck during printing
AL_30,alerts,alerts/AL_30 - Verify Out of Paper popup when printer has no paper.yaml,com.hp.impulse.sprocket,Blockers Error Pop up Ios 09,Verify Out of Paper popup when printer has no paper
AL_31,alerts,alerts/AL_31 - Verify Top Cover Open popup when top cover is opened during .yaml,com.hp.impulse.sprocket,Blockers Error Pop up Ios 10,Verify Top Cover Open popup when top cover is opened during printing
AL_32,alerts,alerts/AL_32 - Verify System Error popup.yaml,com.hp.impulse.sprocket,Blockers Error Pop up Ios 11,Verify System Error popup
AL_33,alerts,alerts/AL_33 - Verify Low Battery popup.yaml,com.hp.impulse.sprocket,Blockers Error Pop up Ios 12,Verify Low Battery popup
AL_34,alerts,alerts/AL_34 - Verify Battery Error popup.yaml,com.hp.impulse.sprocket,Blockers Error Pop up Ios 13,Verify Battery Error popup
